,prices,market_caps,total_volumes
289,"[1392336000000, 479.5318]","[1392336000000, 5943784672.897252]","[1392336000000, 69916577.73735105]"
290,"[1392422400000, 471.344]","[1392422400000, 5844477062.4]","[1392422400000, 41968569.283030584]"
291,"[1392508800000, 445.6487]","[1392508800000, 5528015875.316003]","[1392508800000, 17499906.082316525]"
292,"[1392595200000, 453.4532]","[1392595200000, 5626821404.138562]","[1392595200000, 34100785.5605295]"
293,"[1392681600000, 451.4878]","[1392681600000, 5604239050.854407]","[1392681600000, 15940081.582566679]"
294,"[1392768000000, 449.7534]","[1392768000000, 5584914039.196063]","[1392768000000, 9615245.195156122]"
295,"[1392854400000, 402.5302]","[1392854400000, 5000300587.354446]","[1392854400000, 24226368.436377108]"
296,"[1392940800000, 414.1531]","[1392940800000, 5146411373.829657]","[1392940800000, 39840426.65448306]"
297,"[1393027200000, 440.1442]","[1393027200000, 5471091438.059627]","[1393027200000, 16706611.65264596]"
298,"[1393113600000, 440.0676]","[1393113600000, 5472141590.9666]","[1393113600000, 31498984.43154566]"
299,"[1393200000000, 397.0689]","[1393200000000, 4939259167.77]","[1393200000000, 32763265.627544157]"
300,"[1393286400000, 389.0128]","[1393286400000, 4840768304.878756]","[1393286400000, 88328667.11409944]"
301,"[1393372800000, 421.7003]","[1393372800000, 5249378046.751647]","[1393372800000, 55785095.322679594]"
302,"[1393459200000, 420.6228]","[1393459200000, 5238026243.97]","[1393459200000, 27419974.744490687]"
303,"[1393545600000, 394.0981]","[1393545600000, 4909496785.655]","[1393545600000, 17126452.868300423]"
304,"[1393632000000, 408.4486]","[1393632000000, 5089810750.577308]","[1393632000000, 16702121.091714127]"
305,"[1393718400000, 406.697]","[1393718400000, 5069508607.093876]","[1393718400000, 8073734.209138684]"
306,"[1393804800000, 481.3243]","[1393804800000, 6001500332.722917]","[1393804800000, 27155929.34351901]"
307,"[1393891200000, 482.9142]","[1393891200000, 6023111140.935]","[1393891200000, 61615988.6064]"
308,"[1393977600000, 481.7873]","[1393977600000, 6011151739.9575]","[1393977600000, 19723167.59375]"
309,"[1394064000000, 475.2216]","[1394064000000, 5931157626.001507]","[1394064000000, 12095480.577007104]"
310,"[1394150400000, 451.0366]","[1394150400000, 5631225779.110141]","[1394150400000, 21779191.93322755]"
311,"[1394236800000, 443.4182]","[1394236800000, 5538038352.353381]","[1394236800000, 15512408.579386273]"
312,"[1394323200000, 456.3321]","[1394323200000, 5701185091.35]","[1394323200000, 11110438.87152805]"
313,"[1394409600000, 450.9952]","[1394409600000, 5636357611.52]","[1394409600000, 11925739.904760372]"
314,"[1394496000000, 453.8798]","[1394496000000, 5674303136.463224]","[1394496000000, 9119549.870304216]"
315,"[1394582400000, 454.137]","[1394582400000, 5679448675.602933]","[1394582400000, 14808580.035262587]"
316,"[1394668800000, 460.1272]","[1394668800000, 5756340813.52001]","[1394668800000, 9264467.445221664]"
317,"[1394755200000, 450.4924]","[1394755200000, 5637405581.87114]","[1394755200000, 8542235.071577175]"
318,"[1394841600000, 455.4963]","[1394841600000, 5701982395.074033]","[1394841600000, 4257445.183849733]"
319,"[1394928000000, 453.4727]","[1394928000000, 5678453169.944844]","[1394928000000, 3482163.2360384404]"
320,"[1395014400000, 446.1334]","[1395014400000, 5588556954.931176]","[1395014400000, 9564574.210724622]"
321,"[1395100800000, 440.469]","[1395100800000, 5519164663.512404]","[1395100800000, 16693362.543623963]"
322,"[1395187200000, 440.4678]","[1395187200000, 5520867452.268531]","[1395187200000, 10983996.07049044]"
323,"[1395273600000, 425.714]","[1395273600000, 5337793703.6595125]","[1395273600000, 14415402.112925835]"
324,"[1395360000000, 413.7972]","[1395360000000, 5190165175.354359]","[1395360000000, 27041575.211668152]"
325,"[1395446400000, 409.1966]","[1395446400000, 5134251119.69]","[1395446400000, 13112271.293645985]"
326,"[1395532800000, 407.0357]","[1395532800000, 5109305448.339578]","[1395532800000, 7371790.966379524]"
327,"[1395619200000, 423.7174]","[1395619200000, 5320799471.954532]","[1395619200000, 12743600.119212205]"
328,"[1395705600000, 421.1522]","[1395705600000, 5290113841.448527]","[1395705600000, 13471882.072508797]"
329,"[1395792000000, 420.0045]","[1395792000000, 5276989038.382839]","[1395792000000, 12636023.975689633]"
330,"[1395878400000, 347.9366]","[1395878400000, 4372397474.39]","[1395878400000, 13679086.606335001]"
331,"[1395964800000, 365.3441]","[1395964800000, 4592722413.931269]","[1395964800000, 57719407.672144555]"
332,"[1396051200000, 358.6131]","[1396051200000, 4510034894.750409]","[1396051200000, 19141353.13574304]"
333,"[1396137600000, 335.7251]","[1396137600000, 4223656765.855761]","[1396137600000, 12764809.276500305]"
334,"[1396224000000, 332.8924]","[1396224000000, 4189409242.3590255]","[1396224000000, 41366738.18132528]"
335,"[1396310400000, 347.0832]","[1396310400000, None]","[1396310400000, None]"
336,"[1396396800000, 317.8218]","[1396396800000, None]","[1396396800000, None]"
337,"[1396483200000, 325.91]","[1396483200000, None]","[1396483200000, None]"
338,"[1396569600000, 327.5489]","[1396569600000, None]","[1396569600000, None]"
339,"[1396656000000, 339.2062]","[1396656000000, None]","[1396656000000, None]"
340,"[1396742400000, 336.2522]","[1396742400000, None]","[1396742400000, None]"
341,"[1396828800000, 324.6992]","[1396828800000, 4096502517.243709]","[1396828800000, 6952833.550573186]"
342,"[1396915200000, 326.5345]","[1396915200000, None]","[1396915200000, None]"
343,"[1397001600000, 317.7818]","[1397001600000, None]","[1397001600000, None]"
344,"[1397088000000, 259.827]","[1397088000000, None]","[1397088000000, None]"
345,"[1397174400000, 302.5334]","[1397174400000, None]","[1397174400000, None]"
346,"[1397260800000, 302.9619]","[1397260800000, None]","[1397260800000, None]"
347,"[1397347200000, 299.5209]","[1397347200000, None]","[1397347200000, None]"
348,"[1397433600000, 331.1347]","[1397433600000, None]","[1397433600000, None]"
349,"[1397520000000, 376.5292]","[1397520000000, None]","[1397520000000, None]"
350,"[1397606400000, 383.0179]","[1397606400000, None]","[1397606400000, None]"
351,"[1397692800000, 357.8976]","[1397692800000, None]","[1397692800000, None]"
352,"[1397779200000, 346.1906]","[1397779200000, None]","[1397779200000, None]"
353,"[1397865600000, 363.0771]","[1397865600000, None]","[1397865600000, None]"
354,"[1397952000000, 359.9581]","[1397952000000, None]","[1397952000000, None]"
355,"[1398038400000, 357.4785]","[1398038400000, None]","[1398038400000, None]"
356,"[1398124800000, 350.8942]","[1398124800000, None]","[1398124800000, None]"
357,"[1398211200000, 352.8501]","[1398211200000, None]","[1398211200000, 6088275.884301663]"
358,"[1398297600000, 357.3473]","[1398297600000, None]","[1398297600000, 6877094.814967889]"
359,"[1398384000000, 331.647]","[1398384000000, None]","[1398384000000, 31850341.562924374]"
360,"[1398470400000, 328.0307]","[1398470400000, None]","[1398470400000, 8672775.968579246]"
361,"[1398556800000, 316.4343]","[1398556800000, None]","[1398556800000, 7052489.1230791425]"
362,"[1398643200000, 315.4239]","[1398643200000, None]","[1398643200000, 15002840.497655524]"
363,"[1398729600000, 320.9284]","[1398729600000, None]","[1398729600000, 10868672.496338587]"
364,"[1398816000000, 320.9023]","[1398816000000, None]","[1398816000000, 9414220.317505457]"
365,"[1398902400000, 328.1327]","[1398902400000, None]","[1398902400000, 8618875.575796846]"
366,"[1398988800000, 319.6969]","[1398988800000, None]","[1398988800000, 5886647.096281036]"
367,"[1399075200000, 312.8873]","[1399075200000, None]","[1399075200000, 6810153.46213942]"
368,"[1399161600000, 312.7533]","[1399161600000, None]","[1399161600000, 3769264.706250927]"
369,"[1399248000000, 309.3168]","[1399248000000, None]","[1399248000000, 6176412.506924406]"
370,"[1399334400000, 306.4251]","[1399334400000, None]","[1399334400000, 7770961.574471208]"
371,"[1399420800000, 315.7926]","[1399420800000, None]","[1399420800000, 11760963.979108734]"
372,"[1399507200000, 316.0624]","[1399507200000, None]","[1399507200000, 6136387.684010957]"
373,"[1399593600000, 325.239]","[1399593600000, None]","[1399593600000, 6410431.872421649]"
374,"[1399680000000, 328.9309]","[1399680000000, None]","[1399680000000, 4019574.914288051]"
375,"[1399766400000, 317.0608]","[1399766400000, None]","[1399766400000, 8374059.063354998]"
376,"[1399852800000, 319.2314]","[1399852800000, None]","[1399852800000, 4290964.337561606]"
377,"[1399939200000, 319.1128]","[1399939200000, None]","[1399939200000, 4100675.9983207746]"
378,"[1400025600000, 323.9424]","[1400025600000, None]","[1400025600000, 4932882.238525412]"
379,"[1400112000000, 323.972]","[1400112000000, None]","[1400112000000, 4535932.070451689]"
380,"[1400198400000, 325.0239]","[1400198400000, None]","[1400198400000, 3864511.4501735885]"
381,"[1400284800000, 325.5795]","[1400284800000, None]","[1400284800000, 1929358.9655259189]"
382,"[1400371200000, 324.2962]","[1400371200000, None]","[1400371200000, 5715204.651951773]"
383,"[1400457600000, 323.7992]","[1400457600000, None]","[1400457600000, 8533072.956764098]"
384,"[1400544000000, 352.8743]","[1400544000000, None]","[1400544000000, 43370831.91317601]"
385,"[1400630400000, 357.1235]","[1400630400000, None]","[1400630400000, 14705120.893858574]"
386,"[1400716800000, 382.6946]","[1400716800000, None]","[1400716800000, 21059148.73188197]"
387,"[1400803200000, 384.7827]","[1400803200000, None]","[1400803200000, 22195458.836132184]"
388,"[1400889600000, 383.7742]","[1400889600000, None]","[1400889600000, 7509842.819649007]"
389,"[1400976000000, 417.4607]","[1400976000000, None]","[1400976000000, 32086096.41071315]"
390,"[1401062400000, 424.8082]","[1401062400000, None]","[1401062400000, 19183514.337515473]"
391,"[1401148800000, 417.6262]","[1401148800000, None]","[1401148800000, 24244073.956739105]"
392,"[1401235200000, 419.8297]","[1401235200000, None]","[1401235200000, 11561089.221862605]"
393,"[1401321600000, 415.6168]","[1401321600000, None]","[1401321600000, 10560627.560102565]"
394,"[1401408000000, 455.603]","[1401408000000, None]","[1401408000000, 31005740.14148249]"
395,"[1401494400000, 455.1324]","[1401494400000, None]","[1401494400000, 13684315.211953083]"
396,"[1401580800000, 469.5503]","[1401580800000, None]","[1401580800000, 39289378.88497278]"
397,"[1401667200000, 482.7147]","[1401667200000, None]","[1401667200000, 30263885.33435723]"
398,"[1401753600000, 489.7262]","[1401753600000, None]","[1401753600000, 27459015.201727357]"
399,"[1401840000000, 471.4551]","[1401840000000, None]","[1401840000000, 32148841.37669431]"
400,"[1401926400000, 481.6548]","[1401926400000, None]","[1401926400000, 18157931.87476842]"
401,"[1402012800000, 475.4471]","[1402012800000, None]","[1402012800000, 10285787.338217484]"
402,"[1402099200000, 477.6918]","[1402099200000, None]","[1402099200000, 9495183.712200396]"
403,"[1402185600000, 476.3651]","[1402185600000, None]","[1402185600000, 4998345.757569443]"
404,"[1402272000000, 473.7061]","[1402272000000, 6098954194.8475]","[1402272000000, 11156731.54187488]"
405,"[1402358400000, 479.1401]","[1402358400000, 6171060960.945]","[1402358400000, 10112389.449920814]"
406,"[1402444800000, 465.5454]","[1402444800000, 5997633026.835]","[1402444800000, 15300188.48898307]"
407,"[1402531200000, 418.5315]","[1402531200000, 5393709610.0875]","[1402531200000, 30278669.246454258]"
408,"[1402617600000, 439.2353]","[1402617600000, 5662379908.185]","[1402617600000, 28030488.577251133]"
409,"[1402704000000, 420.9868]","[1402704000000, 5428972100.11]","[1402704000000, 24928627.141805284]"
410,"[1402790400000, 431.0577]","[1402790400000, 5560913741.0625]","[1402790400000, 14317266.54917878]"
411,"[1402876800000, 436.5474]","[1402876800000, 5633753333.85]","[1402876800000, 19011009.58038342]"
412,"[1402963200000, 448.2049]","[1402963200000, 5786280438.51]","[1402963200000, 10382668.548004001]"
413,"[1403049600000, 444.7696]","[1403049600000, 5743676779.72]","[1403049600000, 11009617.98984538]"
414,"[1403136000000, 436.0756999999999]","[1403136000000, 5633193186.922499]","[1403136000000, 8279596.358599944]"
415,"[1403222400000, 433.9005999999998]","[1403222400000, 5607188978.649998]","[1403222400000, 10956778.61544921]"
416,"[1403308800000, 434.7746999999999]","[1403308800000, 5620506456.779999]","[1403308800000, 6106998.520242481]"
417,"[1403395200000, 437.7626000000001]","[1403395200000, 5660861397.510001]","[1403395200000, 7321823.907417893]"
418,"[1403481600000, 430.8946]","[1403481600000, 5574214131.075]","[1403481600000, 8269775.068760887]"
419,"[1403568000000, 428.0937]","[1403568000000, 5539971274.0425]","[1403568000000, 8536225.656684762]"
420,"[1403654400000, 411.9293000000001]","[1403654400000, 5332744033.707501]","[1403654400000, 13379933.594913103]"
421,"[1403740800000, 425.7794]","[1403740800000, 5513843230.0]","[1403740800000, 9354635.572665017]"
422,"[1403827200000, 438.3135999999998]","[1403827200000, 5678243109.5999975]","[1403827200000, 14584952.910293275]"
423,"[1403913600000, 435.844]","[1403913600000, 5648298525.8]","[1403913600000, 9982033.182830334]"
424,"[1404000000000, 438.5836000000001]","[1404000000000, 5685567534.010001]","[1404000000000, 6506448.1437536925]"
425,"[1404086400000, 465.7549999999999]","[1404086400000, 6039340290.124999]","[1404086400000, 34335951.89025512]"
426,"[1404172800000, 470.7422000000001]","[1404172800000, 6105538102.555001]","[1404172800000, 28142509.299144845]"
427,"[1404259200000, 474.5740999999999]","[1404259200000, 6156875221.9974985]","[1404259200000, 19032626.508051902]"
428,"[1404345600000, 470.4574]","[1404345600000, 6105102156.93]","[1404345600000, 13621848.83963757]"
429,"[1404432000000, 461.3051999999999]","[1404432000000, 5988248931.719998]","[1404432000000, 16490411.844074717]"
430,"[1404518400000, 461.6362]","[1404518400000, 5994276811.57]","[1404518400000, 6835046.660889936]"
431,"[1404604800000, 464.3142]","[1404604800000, 6030686947.425]","[1404604800000, 8231949.933365111]"
432,"[1404691200000, 455.2904]","[1404691200000, 5915189788.1]","[1404691200000, 13615395.230752695]"
433,"[1404777600000, 455.5074000000001]","[1404777600000, 5919728619.660002]","[1404777600000, 6809930.754312051]"
434,"[1404864000000, 454.7265]","[1404864000000, 5909943902.55]","[1404864000000, 6841091.899656188]"
435,"[1404950400000, 452.0572000000001]","[1404950400000, 5875251811.240002]","[1404950400000, 11030263.978569727]"
436,"[1405036800000, 463.6025]","[1405036800000, 6025302611.75]","[1405036800000, 11638530.69019032]"
437,"[1405123200000, 465.6495452166219]","[1405123200000, 6051907444.31687]","[1405123200000, 9750008.712959096]"
438,"[1405209600000, 461.2305697200996]","[1405209600000, 5994475345.481218]","[1405209600000, 8405580.390732646]"
439,"[1405296000000, 453.8625784547003]","[1405296000000, 5898715773.402204]","[1405296000000, 1942648982.9974577]"
440,"[1405382400000, 456.1759999999997]","[1405382400000, 5928782619.199996]","[1405382400000, 7942325.814229968]"
441,"[1405468800000, 454.0595000000001]","[1405468800000, 5901275103.650002]","[1405468800000, 10113375.226858165]"
442,"[1405555200000, 460.5779]","[1405555200000, 5985992792.93]","[1405555200000, 10823146.450962989]"
443,"[1405641600000, 463.612]","[1405641600000, 6043228781.2]","[1405641600000, 10415443.108450068]"
444,"[1405728000000, 460.7655]","[1405728000000, 6008197813.8]","[1405728000000, 5622300.232912129]"
445,"[1405814400000, 456.4957999999999]","[1405814400000, 5954257317.719998]","[1405814400000, 3507376.953116144]"
446,"[1405900800000, 458.4032999999999]","[1405900800000, 5980879535.759998]","[1405900800000, 6082460.306671735]"
447,"[1405987200000, 459.6492999999999]","[1405987200000, 5998837049.369999]","[1405987200000, 5716658.024661295]"
448,"[1406073600000, 459.0923]","[1406073600000, 5993220430.35]","[1406073600000, 6718412.786504691]"
449,"[1406160000000, 445.5331]","[1406160000000, 5817771219.8]","[1406160000000, 18349473.718919348]"
450,"[1406246400000, 446.6522000000001]","[1406246400000, 5833590388.540001]","[1406246400000, 15077151.988570506]"
451,"[1406332800000, 442.1278000000001]","[1406332800000, 5776664983.680001]","[1406332800000, 8520851.138580188]"
452,"[1406419200000, 439.5376]","[1406419200000, 5744492709.44]","[1406419200000, 6923963.976070149]"
453,"[1406505600000, 435.5364]","[1406505600000, 5693778245.61]","[1406505600000, 17203230.56186569]"
454,"[1406592000000, 433.7758]","[1406592000000, 5672442759.02]","[1406592000000, 8791914.83977046]"
455,"[1406678400000, 418.6245]","[1406678400000, 5476079412.5625]","[1406678400000, 13733865.284159806]"
456,"[1406764800000, 435.5809874618477]","[1406764800000, 5699511883.790158]","[1406764800000, 17367077.67424437]"
457,"[1406851200000, 442.2970152326734]","[1406851200000, 5789181402.678939]","[1406851200000, 17075619.642875884]"
458,"[1406937600000, 438.0783978273382]","[1406937600000, 5735749510.793393]","[1406937600000, 6896717.899537589]"
459,"[1407024000000, 436.2022388863321]","[1407024000000, 5712853482.246514]","[1407024000000, 6837896.415826039]"
460,"[1407110400000, 436.8901527859167]","[1407110400000, 5723282846.003148]","[1407110400000, 8438735.676861359]"
461,"[1407196800000, 435.5323469120071]","[1407196800000, 5706998107.761485]","[1407196800000, 9756378.49667272]"
462,"[1407283200000, 435.91]","[1407283200000, 5713679427.25]","[1407283200000, 9542770.817385377]"
463,"[1407369600000, 439.5162930788184]","[1407369600000, 5762728864.610254]","[1407369600000, 8938980.131241145]"
464,"[1407456000000, 440.5945601393859]","[1407456000000, 5778562879.188098]","[1407456000000, 9154462.957892135]"
465,"[1407542400000, 438.5102248194029]","[1407542400000, 5753276075.141807]","[1407542400000, 5916473.277769456]"
466,"[1407628800000, 439.1041768114258]","[1407628800000, 5762902014.912934]","[1407628800000, 6345715.468028509]"
467,"[1407715200000, 428.3716999999999]","[1407715200000, 5624070630.714998]","[1407715200000, 12247683.851766989]"
468,"[1407801600000, 424.277804386245]","[1407801600000, 5572178295.290981]","[1407801600000, 11833479.467932375]"
469,"[1407888000000, 406.815]","[1407888000000, 5344318484.625]","[1407888000000, 27420438.776094243]"
470,"[1407974400000, 376.9832]","[1407974400000, 4954087024.48]","[1407974400000, 34625885.47456737]"
